Point of connection,Trading date,Trading period,$/MWh,Price status
HAY2201,2026-01-09,12,1.41,Final
HAY2201,2026-01-09,13,1.45,Final
HAY2201,2026-01-09,14,1.64,Final
HAY2201,2026-01-09,15,1.79,Final
HAY2201,2026-01-09,16,2.06,Final
HAY2201,2026-01-09,17,1.67,Final
HAY2201,2026-01-09,18,1.82,Final
HAY2201,2026-01-09,19,6.11,Final
HAY2201,2026-01-09,20,2.1,Final
HAY2201,2026-01-09,21,1.65,Final
HAY2201,2026-01-09,22,2.01,Final
HAY2201,2026-01-09,23,1.04,Final
HAY2201,2026-01-09,24,1.22,Final
HAY2201,2026-01-09,25,2.05,Final
HAY2201,2026-01-09,26,2.06,Final
HAY2201,2026-01-09,27,1.48,Final
HAY2201,2026-01-09,28,0.77,Final
HAY2201,2026-01-09,29,1.21,Final
HAY2201,2026-01-09,30,1.89,Final
HAY2201,2026-01-09,31,2.05,Final
HAY2201,2026-01-09,32,3.93,Final
HAY2201,2026-01-09,33,2.46,Final
HAY2201,2026-01-09,34,4.9,Final
HAY2201,2026-01-09,35,10.43,Final
HAY2201,2026-01-09,36,17.14,Final
HAY2201,2026-01-09,37,13.02,Final
HAY2201,2026-01-09,38,7.59,Final
HAY2201,2026-01-09,39,8.17,Final
HAY2201,2026-01-09,40,4.92,Final
HAY2201,2026-01-09,41,2.08,Final
HAY2201,2026-01-09,42,2.07,Final
HAY2201,2026-01-09,43,2.08,Final
HAY2201,2026-01-09,44,2.08,Final
HAY2201,2026-01-09,45,1.39,Final
HAY2201,2026-01-09,46,0.08,Final
HAY2201,2026-01-09,47,0.68,Final
HAY2201,2026-01-09,48,0.67,Final
HAY2201,2026-01-08,1,4.37,Final
HAY2201,2026-01-08,2,1.04,Final
HAY2201,2026-01-08,3,0.01,Final
HAY2201,2026-01-08,4,0.01,Final
HAY2201,2026-01-08,5,0.01,Final
HAY2201,2026-01-08,6,0.01,Final
HAY2201,2026-01-08,7,0.01,Final
HAY2201,2026-01-08,8,0.02,Final
HAY2201,2026-01-08,9,0.02,Final
HAY2201,2026-01-08,10,0.01,Final
HAY2201,2026-01-08,11,2.37,Final
HAY2201,2026-01-08,12,6.69,Final
HAY2201,2026-01-08,13,2.1,Final
HAY2201,2026-01-08,14,3.83,Final
HAY2201,2026-01-08,15,6.31,Final
HAY2201,2026-01-08,16,8.2,Final
HAY2201,2026-01-08,17,9.7,Final
HAY2201,2026-01-08,18,4.97,Final
HAY2201,2026-01-08,19,1.06,Final
HAY2201,2026-01-08,20,0.95,Final
HAY2201,2026-01-08,21,1.07,Final
HAY2201,2026-01-08,22,1.07,Final
HAY2201,2026-01-08,23,1.07,Final
HAY2201,2026-01-08,24,1.07,Final
HAY2201,2026-01-08,25,7.76,Final
HAY2201,2026-01-08,26,7.53,Final
HAY2201,2026-01-08,27,7.15,Final
HAY2201,2026-01-08,28,1.38,Final
HAY2201,2026-01-08,29,7.97,Final
HAY2201,2026-01-08,30,10.53,Final
HAY2201,2026-01-08,31,9.72,Final
HAY2201,2026-01-08,32,10.86,Final
HAY2201,2026-01-08,33,12.63,Final
HAY2201,2026-01-08,34,16.3,Final
HAY2201,2026-01-08,35,13.03,Final
HAY2201,2026-01-08,36,17.54,Final
HAY2201,2026-01-08,37,5.12,Final
HAY2201,2026-01-08,38,2.16,Final
HAY2201,2026-01-08,39,2.14,Final
HAY2201,2026-01-08,40,2.14,Final
HAY2201,2026-01-08,41,2.14,Final
HAY2201,2026-01-08,42,2.12,Final
HAY2201,2026-01-08,43,2.11,Final
HAY2201,2026-01-08,44,2.12,Final
HAY2201,2026-01-08,45,0.6,Final
HAY2201,2026-01-08,46,0.42,Final
HAY2201,2026-01-08,47,0.04,Final
HAY2201,2026-01-08,48,0.88,Final
HAY2201,2026-01-07,1,4.26,Final
HAY2201,2026-01-07,2,0.01,Final
HAY2201,2026-01-07,3,0.01,Final
HAY2201,2026-01-07,4,0.01,Final
HAY2201,2026-01-07,5,0.01,Final
HAY2201,2026-01-07,6,0.02,Final
HAY2201,2026-01-07,7,0.01,Final
HAY2201,2026-01-07,8,0.01,Final
HAY2201,2026-01-07,9,0.01,Final
HAY2201,2026-01-07,10,0.02,Final
HAY2201,2026-01-07,11,0.01,Final
HAY2201,2026-01-07,12,0.01,Final
HAY2201,2026-01-07,13,1.39,Final
HAY2201,2026-01-07,14,1.45,Final
HAY2201,2026-01-07,15,1.76,Final
HAY2201,2026-01-07,16,2.08,Final
HAY2201,2026-01-07,17,5.55,Final
HAY2201,2026-01-07,18,0.26,Final
HAY2201,2026-01-07,19,1.06,Final
HAY2201,2026-01-07,20,0.39,Final
HAY2201,2026-01-07,21,0.64,Final
HAY2201,2026-01-07,22,1.05,Final
HAY2201,2026-01-07,23,1.06,Final
HAY2201,2026-01-07,24,0.77,Final
HAY2201,2026-01-07,25,0.8,Final
HAY2201,2026-01-07,26,0.35,Final
HAY2201,2026-01-07,27,0.49,Final
HAY2201,2026-01-07,28,0.67,Final
HAY2201,2026-01-07,29,0.18,Final
HAY2201,2026-01-07,30,0.86,Final
HAY2201,2026-01-07,31,0.78,Final
HAY2201,2026-01-07,32,2.12,Final
HAY2201,2026-01-07,33,4.15,Final
HAY2201,2026-01-07,34,3.26,Final
HAY2201,2026-01-07,35,4.36,Final
HAY2201,2026-01-07,36,3.37,Final
HAY2201,2026-01-07,37,1.69,Final
HAY2201,2026-01-07,38,3.16,Final
HAY2201,2026-01-07,39,2.12,Final
HAY2201,2026-01-07,40,2.1,Final
HAY2201,2026-01-07,41,2.12,Final
HAY2201,2026-01-07,42,2.12,Final
HAY2201,2026-01-07,43,10.95,Final
HAY2201,2026-01-07,44,12.02,Final
HAY2201,2026-01-07,45,7.71,Final
HAY2201,2026-01-07,46,10.28,Final
HAY2201,2026-01-07,47,6.45,Final
HAY2201,2026-01-07,48,2.13,Final
HAY2201,2026-01-06,1,0.39,Final
HAY2201,2026-01-06,2,0.01,Final
HAY2201,2026-01-06,3,0.01,Final
HAY2201,2026-01-06,4,0.01,Final
HAY2201,2026-01-06,5,0.01,Final
HAY2201,2026-01-06,6,0.01,Final
HAY2201,2026-01-06,7,0.01,Final
HAY2201,2026-01-06,8,0.01,Final
HAY2201,2026-01-06,9,0.01,Final
HAY2201,2026-01-06,10,0.01,Final
HAY2201,2026-01-06,11,0.01,Final
HAY2201,2026-01-06,12,0.01,Final
HAY2201,2026-01-06,13,0.01,Final
HAY2201,2026-01-06,14,0.39,Final
HAY2201,2026-01-06,15,1.78,Final
HAY2201,2026-01-06,16,1.1,Final
HAY2201,2026-01-06,17,1.95,Final
HAY2201,2026-01-06,18,0.2,Final
HAY2201,2026-01-06,19,0.03,Final
HAY2201,2026-01-06,20,0.03,Final
HAY2201,2026-01-06,21,0.02,Final
HAY2201,2026-01-06,22,0.02,Final
HAY2201,2026-01-06,23,0.02,Final
HAY2201,2026-01-06,24,0.02,Final
HAY2201,2026-01-06,25,0.42,Final
HAY2201,2026-01-06,26,0.21,Final
HAY2201,2026-01-06,27,0.03,Final
HAY2201,2026-01-06,28,0.02,Final
HAY2201,2026-01-06,29,0.29,Final
HAY2201,2026-01-06,30,1.6,Final
HAY2201,2026-01-06,31,2.55,Final
HAY2201,2026-01-06,32,5.36,Final
HAY2201,2026-01-06,33,8.18,Final
HAY2201,2026-01-06,34,8.46,Final
HAY2201,2026-01-06,35,5.7,Final
HAY2201,2026-01-06,36,2.65,Final
HAY2201,2026-01-06,37,2.66,Final
HAY2201,2026-01-06,38,2.19,Final
HAY2201,2026-01-06,39,2.14,Final
HAY2201,2026-01-06,40,2.14,Final
HAY2201,2026-01-06,41,2.14,Final
HAY2201,2026-01-06,42,2.99,Final
HAY2201,2026-01-06,43,7.44,Final
HAY2201,2026-01-06,44,4.69,Final
HAY2201,2026-01-06,45,2.94,Final
HAY2201,2026-01-06,46,6.87,Final
HAY2201,2026-01-06,47,8.64,Final
HAY2201,2026-01-06,48,10.48,Final
HAY2201,2026-01-05,1,0.01,Final
HAY2201,2026-01-05,2,0.01,Final
HAY2201,2026-01-05,3,0.01,Final
HAY2201,2026-01-05,4,0.01,Final
HAY2201,2026-01-05,5,0.01,Final
HAY2201,2026-01-05,6,0.01,Final
HAY2201,2026-01-05,7,0.01,Final
HAY2201,2026-01-05,8,0.01,Final
HAY2201,2026-01-05,9,0.01,Final
HAY2201,2026-01-05,10,0.01,Final
HAY2201,2026-01-05,11,0.01,Final
HAY2201,2026-01-05,12,0.01,Final
HAY2201,2026-01-05,13,0.02,Final
HAY2201,2026-01-05,14,1.45,Final
HAY2201,2026-01-05,15,2.13,Final
HAY2201,2026-01-05,16,2.14,Final
HAY2201,2026-01-05,17,2.15,Final
HAY2201,2026-01-05,18,0.37,Final
HAY2201,2026-01-05,19,1.82,Final
HAY2201,2026-01-05,20,1.02,Final
HAY2201,2026-01-05,21,1.96,Final
HAY2201,2026-01-05,22,0.03,Final
HAY2201,2026-01-05,23,1.46,Final
HAY2201,2026-01-05,24,1.82,Final
HAY2201,2026-01-05,25,2.16,Final
HAY2201,2026-01-05,26,1.08,Final
HAY2201,2026-01-05,27,0.42,Final
HAY2201,2026-01-05,28,0.02,Final
HAY2201,2026-01-05,29,0.91,Final
HAY2201,2026-01-05,30,1.07,Final
HAY2201,2026-01-05,31,1.07,Final
HAY2201,2026-01-05,32,1.07,Final
HAY2201,2026-01-05,33,1.63,Final
HAY2201,2026-01-05,34,2.0,Final
HAY2201,2026-01-05,35,2.14,Final
HAY2201,2026-01-05,36,1.9,Final
HAY2201,2026-01-05,37,2.54,Final
HAY2201,2026-01-05,38,2.14,Final
HAY2201,2026-01-05,39,2.14,Final
HAY2201,2026-01-05,40,2.14,Final
HAY2201,2026-01-05,41,2.14,Final
HAY2201,2026-01-05,42,2.19,Final
HAY2201,2026-01-05,43,2.69,Final
HAY2201,2026-01-05,44,2.16,Final
HAY2201,2026-01-05,45,2.52,Final
HAY2201,2026-01-05,46,2.59,Final
HAY2201,2026-01-05,47,5.14,Final
HAY2201,2026-01-05,48,1.54,Final
HAY2201,2026-01-04,1,0.01,Final
HAY2201,2026-01-04,2,0.01,Final
HAY2201,2026-01-04,3,0.01,Final
HAY2201,2026-01-04,4,0.01,Final
HAY2201,2026-01-04,5,0.01,Final
HAY2201,2026-01-04,6,0.01,Final
HAY2201,2026-01-04,7,0.01,Final
HAY2201,2026-01-04,8,0.01,Final
HAY2201,2026-01-04,9,0.01,Final
HAY2201,2026-01-04,10,0.01,Final
HAY2201,2026-01-04,11,0.01,Final
HAY2201,2026-01-04,12,0.01,Final
HAY2201,2026-01-04,13,0.01,Final
HAY2201,2026-01-04,14,0.01,Final
HAY2201,2026-01-04,15,0.01,Final
HAY2201,2026-01-04,16,0.01,Final
HAY2201,2026-01-04,17,0.01,Final
HAY2201,2026-01-04,18,0.01,Final
HAY2201,2026-01-04,19,0.01,Final
HAY2201,2026-01-04,20,0.01,Final
HAY2201,2026-01-04,21,0.01,Final
HAY2201,2026-01-04,22,0.01,Final
HAY2201,2026-01-04,23,0.01,Final
HAY2201,2026-01-04,24,0.01,Final
HAY2201,2026-01-04,25,0.01,Final
HAY2201,2026-01-04,26,0.01,Final
HAY2201,2026-01-04,27,0.01,Final
HAY2201,2026-01-04,28,0.01,Final
HAY2201,2026-01-04,29,0.01,Final
HAY2201,2026-01-04,30,0.01,Final
HAY2201,2026-01-04,31,0.01,Final
HAY2201,2026-01-04,32,0.01,Final
HAY2201,2026-01-04,33,0.01,Final
HAY2201,2026-01-04,34,0.01,Final
HAY2201,2026-01-04,35,1.04,Final
HAY2201,2026-01-04,36,1.46,Final
HAY2201,2026-01-04,37,1.14,Final
HAY2201,2026-01-04,38,2.12,Final
HAY2201,2026-01-04,39,2.12,Final
HAY2201,2026-01-04,40,2.19,Final
HAY2201,2026-01-04,41,2.13,Final
HAY2201,2026-01-04,42,2.12,Final
HAY2201,2026-01-04,43,2.12,Final
HAY2201,2026-01-04,44,2.02,Final
HAY2201,2026-01-04,45,0.94,Final
HAY2201,2026-01-04,46,0.02,Final
HAY2201,2026-01-04,47,0.02,Final
HAY2201,2026-01-04,48,0.01,Final
HAY2201,2026-01-03,1,0.01,Final
HAY2201,2026-01-03,2,0.01,Final
HAY2201,2026-01-03,3,0.01,Final
HAY2201,2026-01-03,4,0.01,Final
HAY2201,2026-01-03,5,0.01,Final
HAY2201,2026-01-03,6,0.01,Final
HAY2201,2026-01-03,7,0.01,Final
HAY2201,2026-01-03,8,0.01,Final
HAY2201,2026-01-03,9,0.01,Final
HAY2201,2026-01-03,10,0.01,Final
HAY2201,2026-01-03,11,0.01,Final
HAY2201,2026-01-03,12,0.01,Final
HAY2201,2026-01-03,13,0.01,Final
HAY2201,2026-01-03,14,0.02,Final
HAY2201,2026-01-03,15,0.01,Final
HAY2201,2026-01-03,16,0.01,Final
HAY2201,2026-01-03,17,0.01,Final
HAY2201,2026-01-03,18,0.02,Final
HAY2201,2026-01-03,19,0.01,Final
HAY2201,2026-01-03,20,0.01,Final
HAY2201,2026-01-03,21,0.01,Final
HAY2201,2026-01-03,22,0.01,Final
HAY2201,2026-01-03,23,0.01,Final
HAY2201,2026-01-03,24,0.01,Final
HAY2201,2026-01-03,25,0.01,Final
HAY2201,2026-01-03,26,0.01,Final
HAY2201,2026-01-03,27,0.01,Final
HAY2201,2026-01-03,28,0.02,Final
HAY2201,2026-01-03,29,0.01,Final
HAY2201,2026-01-03,30,0.01,Final
HAY2201,2026-01-03,31,0.01,Final
HAY2201,2026-01-03,32,0.01,Final
HAY2201,2026-01-03,33,0.01,Final
HAY2201,2026-01-03,34,0.01,Final
HAY2201,2026-01-03,35,0.01,Final
HAY2201,2026-01-03,36,0.01,Final
HAY2201,2026-01-03,37,0.01,Final
HAY2201,2026-01-03,38,0.01,Final
HAY2201,2026-01-03,39,0.01,Final
HAY2201,2026-01-03,40,0.01,Final
HAY2201,2026-01-03,41,0.01,Final
HAY2201,2026-01-03,42,0.02,Final
HAY2201,2026-01-03,43,0.01,Final
HAY2201,2026-01-03,44,0.02,Final
HAY2201,2026-01-03,45,0.01,Final
HAY2201,2026-01-03,46,0.01,Final
HAY2201,2026-01-03,47,0.01,Final
HAY2201,2026-01-03,48,0.01,Final
HAY2201,2026-01-02,1,0.01,Final
HAY2201,2026-01-02,2,0.01,Final
HAY2201,2026-01-02,3,0.01,Final
HAY2201,2026-01-02,4,0.01,Final
HAY2201,2026-01-02,5,0.01,Final
HAY2201,2026-01-02,6,0.01,Final
HAY2201,2026-01-02,7,0.01,Final
HAY2201,2026-01-02,8,0.01,Final
HAY2201,2026-01-02,9,0.01,Final
HAY2201,2026-01-02,10,0.01,Final
HAY2201,2026-01-02,11,0.01,Final
HAY2201,2026-01-02,12,0.01,Final
HAY2201,2026-01-02,13,0.01,Final
HAY2201,2026-01-02,14,0.01,Final
HAY2201,2026-01-02,15,0.01,Final
HAY2201,2026-01-02,16,0.01,Final
HAY2201,2026-01-02,17,0.01,Final
HAY2201,2026-01-02,18,0.01,Final
HAY2201,2026-01-02,19,0.01,Final
HAY2201,2026-01-02,20,0.01,Final
HAY2201,2026-01-02,21,0.01,Final
HAY2201,2026-01-02,22,0.01,Final
HAY2201,2026-01-02,23,0.01,Final
HAY2201,2026-01-02,24,0.01,Final
HAY2201,2026-01-02,25,0.01,Final
HAY2201,2026-01-02,26,0.01,Final
HAY2201,2026-01-02,27,0.01,Final
HAY2201,2026-01-02,28,0.01,Final
HAY2201,2026-01-02,29,0.01,Final
HAY2201,2026-01-02,30,0.01,Final
HAY2201,2026-01-02,31,0.02,Final
HAY2201,2026-01-02,32,0.01,Final
HAY2201,2026-01-02,33,0.02,Final
HAY2201,2026-01-02,34,0.07,Final
HAY2201,2026-01-02,35,1.32,Final
HAY2201,2026-01-02,36,2.09,Final
HAY2201,2026-01-02,37,2.13,Final
HAY2201,2026-01-02,38,3.79,Final
HAY2201,2026-01-02,39,2.11,Final
HAY2201,2026-01-02,40,2.11,Final
HAY2201,2026-01-02,41,2.09,Final
HAY2201,2026-01-02,42,2.09,Final
HAY2201,2026-01-02,43,2.12,Final
HAY2201,2026-01-02,44,1.72,Final
HAY2201,2026-01-02,45,0.36,Final
HAY2201,2026-01-02,46,0.02,Final
HAY2201,2026-01-02,47,0.02,Final
HAY2201,2026-01-02,48,0.01,Final
HAY2201,2026-01-01,1,0.01,Final
HAY2201,2026-01-01,2,0.01,Final
HAY2201,2026-01-01,3,0.01,Final
HAY2201,2026-01-01,4,0.01,Final
HAY2201,2026-01-01,5,0.01,Final
HAY2201,2026-01-01,6,0.01,Final
HAY2201,2026-01-01,7,0.01,Final
HAY2201,2026-01-01,8,0.01,Final
HAY2201,2026-01-01,9,0.01,Final
HAY2201,2026-01-01,10,0.01,Final
HAY2201,2026-01-01,11,0.01,Final
HAY2201,2026-01-01,12,0.01,Final
HAY2201,2026-01-01,13,0.01,Final
HAY2201,2026-01-01,14,0.01,Final
HAY2201,2026-01-01,15,0.01,Final
HAY2201,2026-01-01,16,0.01,Final
HAY2201,2026-01-01,17,0.01,Final
HAY2201,2026-01-01,18,0.02,Final
HAY2201,2026-01-01,19,0.01,Final
HAY2201,2026-01-01,20,0.01,Final
HAY2201,2026-01-01,21,0.01,Final
HAY2201,2026-01-01,22,0.01,Final
HAY2201,2026-01-01,23,0.01,Final
HAY2201,2026-01-01,24,0.01,Final
HAY2201,2026-01-01,25,0.01,Final
HAY2201,2026-01-01,26,0.01,Final
HAY2201,2026-01-01,27,0.01,Final
HAY2201,2026-01-01,28,0.01,Final
HAY2201,2026-01-01,29,0.01,Final
HAY2201,2026-01-01,30,0.01,Final
HAY2201,2026-01-01,31,0.01,Final
HAY2201,2026-01-01,32,0.01,Final
HAY2201,2026-01-01,33,0.01,Final
HAY2201,2026-01-01,34,0.01,Final
HAY2201,2026-01-01,35,0.01,Final
HAY2201,2026-01-01,36,0.02,Final
HAY2201,2026-01-01,37,0.02,Final
HAY2201,2026-01-01,38,0.02,Final
HAY2201,2026-01-01,39,0.02,Final
HAY2201,2026-01-01,40,0.02,Final
HAY2201,2026-01-01,41,0.01,Final
HAY2201,2026-01-01,42,0.01,Final
HAY2201,2026-01-01,43,0.02,Final
HAY2201,2026-01-01,44,0.01,Final
HAY2201,2026-01-01,45,0.01,Final
HAY2201,2026-01-01,46,0.01,Final
HAY2201,2026-01-01,47,0.01,Final
HAY2201,2026-01-01,48,0.01,Final
KIK2201,2026-01-30,1,2.96,Interim
KIK2201,2026-01-30,2,1.15,Interim
KIK2201,2026-01-30,3,0.01,Interim
KIK2201,2026-01-30,4,0.01,Interim
KIK2201,2026-01-30,5,0.01,Interim
KIK2201,2026-01-30,6,0.01,Interim
KIK2201,2026-01-30,7,0.01,Interim
KIK2201,2026-01-30,8,0.01,Interim
KIK2201,2026-01-30,9,0.01,Interim
KIK2201,2026-01-30,10,0.25,Interim
KIK2201,2026-01-30,11,0.88,Interim
KIK2201,2026-01-30,12,0.27,Interim
KIK2201,2026-01-30,13,1.05,Interim
KIK2201,2026-01-30,14,0.39,Interim
KIK2201,2026-01-30,15,0.93,Interim
KIK2201,2026-01-30,16,1.09,Interim
KIK2201,2026-01-30,17,1.09,Interim
KIK2201,2026-01-30,18,0.33,Interim
KIK2201,2026-01-30,19,0.18,Interim
KIK2201,2026-01-30,20,0.03,Interim
KIK2201,2026-01-30,21,0.02,Interim
KIK2201,2026-01-30,22,0.02,Interim
KIK2201,2026-01-30,23,1.08,Interim
KIK2201,2026-01-30,24,0.2,Interim
KIK2201,2026-01-30,25,0.36,Interim
KIK2201,2026-01-30,26,0.85,Interim
KIK2201,2026-01-30,27,0.99,Interim
KIK2201,2026-01-30,28,0.68,Interim
KIK2201,2026-01-30,29,0.41,Interim
KIK2201,2026-01-30,30,0.89,Interim
KIK2201,2026-01-30,31,1.08,Interim
KIK2201,2026-01-30,32,1.08,Interim
KIK2201,2026-01-30,33,1.08,Interim
KIK2201,2026-01-30,34,1.08,Interim
KIK2201,2026-01-30,35,1.08,Interim
KIK2201,2026-01-30,36,1.29,Interim
KIK2201,2026-01-30,37,2.14,Interim
KIK2201,2026-01-30,38,2.16,Interim
KIK2201,2026-01-30,39,2.16,Interim
KIK2201,2026-01-30,40,2.16,Interim
KIK2201,2026-01-30,41,2.16,Interim
KIK2201,2026-01-30,42,2.16,Interim
KIK2201,2026-01-30,43,2.19,Interim
KIK2201,2026-01-30,44,2.18,Interim
KIK2201,2026-01-30,45,2.17,Interim
KIK2201,2026-01-30,46,3.42,Interim
KIK2201,2026-01-30,47,1.77,Interim
KIK2201,2026-01-30,48,1.44,Interim
KIK2201,2026-01-29,1,0.02,Final
KIK2201,2026-01-29,2,0.01,Final
KIK2201,2026-01-29,3,0.01,Final
KIK2201,2026-01-29,4,0.01,Final
KIK2201,2026-01-29,5,0.01,Final
KIK2201,2026-01-29,6,0.01,Final
KIK2201,2026-01-29,7,0.01,Final
KIK2201,2026-01-29,8,0.01,Final
KIK2201,2026-01-29,9,0.01,Final
KIK2201,2026-01-29,10,0.01,Final
KIK2201,2026-01-29,11,0.01,Final
KIK2201,2026-01-29,12,0.51,Final
KIK2201,2026-01-29,13,1.52,Final
KIK2201,2026-01-29,14,0.78,Final
KIK2201,2026-01-29,15,1.16,Final
KIK2201,2026-01-29,16,1.12,Final
KIK2201,2026-01-29,17,1.12,Final
KIK2201,2026-01-29,18,0.9,Final
KIK2201,2026-01-29,19,0.55,Final
KIK2201,2026-01-29,20,0.35,Final
KIK2201,2026-01-29,21,0.46,Final
KIK2201,2026-01-29,22,0.8,Final
KIK2201,2026-01-29,23,0.98,Final
KIK2201,2026-01-29,24,0.68,Final
KIK2201,2026-01-29,25,0.8,Final
KIK2201,2026-01-29,26,0.45,Final
KIK2201,2026-01-29,27,0.66,Final
KIK2201,2026-01-29,28,1.1,Final
KIK2201,2026-01-29,29,1.11,Final
KIK2201,2026-01-29,30,1.11,Final
KIK2201,2026-01-29,31,1.11,Final
KIK2201,2026-01-29,32,1.11,Final
KIK2201,2026-01-29,33,1.11,Final
KIK2201,2026-01-29,34,1.17,Final
KIK2201,2026-01-29,35,1.11,Final
KIK2201,2026-01-29,36,1.32,Final
KIK2201,2026-01-29,37,1.6,Final
KIK2201,2026-01-29,38,3.28,Final
KIK2201,2026-01-29,39,8.76,Final
KIK2201,2026-01-29,40,8.72,Final
KIK2201,2026-01-29,41,6.6,Final
KIK2201,2026-01-29,42,3.3,Final
KIK2201,2026-01-29,43,9.67,Final
KIK2201,2026-01-29,44,7.21,Final
KIK2201,2026-01-29,45,2.86,Final
KIK2201,2026-01-29,46,1.02,Final
KIK2201,2026-01-29,47,1.93,Final
KIK2201,2026-01-29,48,0.52,Final
KIK2201,2026-01-28,1,1.67,Final
KIK2201,2026-01-28,2,0.31,Final
KIK2201,2026-01-28,3,0.02,Final
KIK2201,2026-01-28,4,0.01,Final
KIK2201,2026-01-28,5,0.01,Final
KIK2201,2026-01-28,6,0.01,Final
KIK2201,2026-01-28,7,0.01,Final
KIK2201,2026-01-28,8,0.01,Final
KIK2201,2026-01-28,9,0.01,Final
KIK2201,2026-01-28,10,0.01,Final
KIK2201,2026-01-28,11,0.52,Final
KIK2201,2026-01-28,12,4.08,Final
KIK2201,2026-01-28,13,4.34,Final
KIK2201,2026-01-28,14,1.82,Final
KIK2201,2026-01-28,15,6.82,Final
KIK2201,2026-01-28,16,9.14,Final
KIK2201,2026-01-28,17,2.66,Final
KIK2201,2026-01-28,18,1.22,Final
KIK2201,2026-01-28,19,1.1,Final
KIK2201,2026-01-28,20,1.09,Final
KIK2201,2026-01-28,21,1.08,Final
KIK2201,2026-01-28,22,1.08,Final
KIK2201,2026-01-28,23,6.12,Final
KIK2201,2026-01-28,24,2.16,Final
KIK2201,2026-01-28,25,1.08,Final
KIK2201,2026-01-28,26,1.08,Final
KIK2201,2026-01-28,27,1.08,Final
KIK2201,2026-01-28,28,1.08,Final
KIK2201,2026-01-28,29,1.08,Final
KIK2201,2026-01-28,30,1.08,Final
KIK2201,2026-01-28,31,1.08,Final
KIK2201,2026-01-28,32,1.08,Final
KIK2201,2026-01-28,33,1.08,Final
KIK2201,2026-01-28,34,1.08,Final
KIK2201,2026-01-28,35,1.08,Final
KIK2201,2026-01-28,36,2.96,Final
KIK2201,2026-01-28,37,1.66,Final
KIK2201,2026-01-28,38,2.88,Final
KIK2201,2026-01-28,39,4.75,Final
KIK2201,2026-01-28,40,2.48,Final
KIK2201,2026-01-28,41,2.17,Final
KIK2201,2026-01-28,42,2.18,Final
KIK2201,2026-01-28,43,2.19,Final
KIK2201,2026-01-28,44,2.19,Final
KIK2201,2026-01-28,45,1.5,Final
KIK2201,2026-01-28,46,0.06,Final
KIK2201,2026-01-28,47,1.07,Final
KIK2201,2026-01-28,48,0.02,Final
KIK2201,2026-01-27,1,0.02,Final
KIK2201,2026-01-27,2,0.01,Final
KIK2201,2026-01-27,3,0.01,Final
KIK2201,2026-01-27,4,0.01,Final
KIK2201,2026-01-27,5,0.01,Final
KIK2201,2026-01-27,6,0.01,Final
KIK2201,2026-01-27,7,0.01,Final
KIK2201,2026-01-27,8,0.01,Final
KIK2201,2026-01-27,9,0.01,Final
KIK2201,2026-01-27,10,0.01,Final
KIK2201,2026-01-27,11,0.02,Final
KIK2201,2026-01-27,12,0.02,Final
KIK2201,2026-01-27,13,1.41,Final
KIK2201,2026-01-27,14,1.57,Final
KIK2201,2026-01-27,15,6.04,Final
KIK2201,2026-01-27,16,4.76,Final
KIK2201,2026-01-27,17,2.11,Final
KIK2201,2026-01-27,18,1.12,Final
KIK2201,2026-01-27,19,1.11,Final
KIK2201,2026-01-27,20,0.55,Final
KIK2201,2026-01-27,21,0.53,Final
KIK2201,2026-01-27,22,0.42,Final
KIK2201,2026-01-27,23,1.11,Final
KIK2201,2026-01-27,24,1.1,Final
KIK2201,2026-01-27,25,1.09,Final
KIK2201,2026-01-27,26,1.08,Final
KIK2201,2026-01-27,27,0.9,Final
KIK2201,2026-01-27,28,1.09,Final
KIK2201,2026-01-27,29,1.09,Final
KIK2201,2026-01-27,30,1.05,Final
KIK2201,2026-01-27,31,1.09,Final
KIK2201,2026-01-27,32,1.09,Final
KIK2201,2026-01-27,33,0.86,Final
KIK2201,2026-01-27,34,0.03,Final
KIK2201,2026-01-27,35,0.57,Final
KIK2201,2026-01-27,36,1.1,Final
KIK2201,2026-01-27,37,1.4,Final
KIK2201,2026-01-27,38,1.35,Final
KIK2201,2026-01-27,39,0.97,Final
KIK2201,2026-01-27,40,1.09,Final
KIK2201,2026-01-27,41,1.32,Final
KIK2201,2026-01-27,42,1.08,Final
KIK2201,2026-01-27,43,2.06,Final
KIK2201,2026-01-27,44,2.05,Final
KIK2201,2026-01-27,45,1.92,Final
KIK2201,2026-01-27,46,3.15,Final
KIK2201,2026-01-27,47,4.26,Final
KIK2201,2026-01-27,48,0.66,Final
KIK2201,2026-01-26,1,0.01,Final
KIK2201,2026-01-26,2,0.01,Final
KIK2201,2026-01-26,3,0.01,Final
KIK2201,2026-01-26,4,0.01,Final
KIK2201,2026-01-26,5,0.01,Final
KIK2201,2026-01-26,6,0.01,Final
KIK2201,2026-01-26,7,0.01,Final
KIK2201,2026-01-26,8,0.01,Final
KIK2201,2026-01-26,9,0.01,Final
KIK2201,2026-01-26,10,0.01,Final
KIK2201,2026-01-26,11,0.01,Final
KIK2201,2026-01-26,12,0.01,Final
KIK2201,2026-01-26,13,0.01,Final
KIK2201,2026-01-26,14,0.01,Final
KIK2201,2026-01-26,15,0.01,Final
KIK2201,2026-01-26,16,0.01,Final
KIK2201,2026-01-26,17,0.02,Final
KIK2201,2026-01-26,18,0.02,Final
KIK2201,2026-01-26,19,0.03,Final
KIK2201,2026-01-26,20,0.02,Final
