Point of connection,Trading date,Trading period,$/MWh,Price status
OTA2201,2026-01-17,4,0.02,Final
OTA2201,2026-01-17,5,0.02,Final
OTA2201,2026-01-17,6,0.02,Final
OTA2201,2026-01-17,7,0.01,Final
OTA2201,2026-01-17,8,0.01,Final
OTA2201,2026-01-17,9,0.01,Final
OTA2201,2026-01-17,10,0.01,Final
OTA2201,2026-01-17,11,0.02,Final
OTA2201,2026-01-17,12,0.02,Final
OTA2201,2026-01-17,13,0.02,Final
OTA2201,2026-01-17,14,0.01,Final
OTA2201,2026-01-17,15,0.02,Final
OTA2201,2026-01-17,16,0.02,Final
OTA2201,2026-01-17,17,0.03,Final
OTA2201,2026-01-17,18,0.03,Final
OTA2201,2026-01-17,19,0.84,Final
OTA2201,2026-01-17,20,0.45,Final
OTA2201,2026-01-17,21,1.11,Final
OTA2201,2026-01-17,22,0.03,Final
OTA2201,2026-01-17,23,1.58,Final
OTA2201,2026-01-17,24,0.83,Final
OTA2201,2026-01-17,25,2.34,Final
OTA2201,2026-01-17,26,1.93,Final
OTA2201,2026-01-17,27,0.03,Final
OTA2201,2026-01-17,28,0.42,Final
OTA2201,2026-01-17,29,0.37,Final
OTA2201,2026-01-17,30,0.47,Final
OTA2201,2026-01-17,31,0.87,Final
OTA2201,2026-01-17,32,2.49,Final
OTA2201,2026-01-17,33,2.48,Final
OTA2201,2026-01-17,34,2.5,Final
OTA2201,2026-01-17,35,2.46,Final
OTA2201,2026-01-17,36,2.48,Final
OTA2201,2026-01-17,37,2.43,Final
OTA2201,2026-01-17,38,0.96,Final
OTA2201,2026-01-17,39,1.6,Final
OTA2201,2026-01-17,40,0.79,Final
OTA2201,2026-01-17,41,0.03,Final
OTA2201,2026-01-17,42,2.05,Final
OTA2201,2026-01-17,43,2.46,Final
OTA2201,2026-01-17,44,2.08,Final
OTA2201,2026-01-17,45,0.17,Final
OTA2201,2026-01-17,46,0.06,Final
OTA2201,2026-01-17,47,0.02,Final
OTA2201,2026-01-17,48,0.01,Final
OTA2201,2026-01-16,1,1.2,Final
OTA2201,2026-01-16,2,0.03,Final
OTA2201,2026-01-16,3,0.01,Final
OTA2201,2026-01-16,4,0.02,Final
OTA2201,2026-01-16,5,0.01,Final
OTA2201,2026-01-16,6,0.01,Final
OTA2201,2026-01-16,7,0.02,Final
OTA2201,2026-01-16,8,0.02,Final
OTA2201,2026-01-16,9,0.01,Final
OTA2201,2026-01-16,10,0.02,Final
OTA2201,2026-01-16,11,0.01,Final
OTA2201,2026-01-16,12,0.01,Final
OTA2201,2026-01-16,13,0.02,Final
OTA2201,2026-01-16,14,0.41,Final
OTA2201,2026-01-16,15,1.23,Final
OTA2201,2026-01-16,16,1.19,Final
OTA2201,2026-01-16,17,0.45,Final
OTA2201,2026-01-16,18,0.5,Final
OTA2201,2026-01-16,19,0.41,Final
OTA2201,2026-01-16,20,0.03,Final
OTA2201,2026-01-16,21,0.02,Final
OTA2201,2026-01-16,22,0.02,Final
OTA2201,2026-01-16,23,0.03,Final
OTA2201,2026-01-16,24,0.03,Final
OTA2201,2026-01-16,25,2.52,Final
OTA2201,2026-01-16,26,1.93,Final
OTA2201,2026-01-16,27,2.05,Final
OTA2201,2026-01-16,28,1.34,Final
OTA2201,2026-01-16,29,1.97,Final
OTA2201,2026-01-16,30,3.06,Final
OTA2201,2026-01-16,31,2.18,Final
OTA2201,2026-01-16,32,1.52,Final
OTA2201,2026-01-16,33,2.39,Final
OTA2201,2026-01-16,34,2.47,Final
OTA2201,2026-01-16,35,2.57,Final
OTA2201,2026-01-16,36,1.46,Final
OTA2201,2026-01-16,37,1.62,Final
OTA2201,2026-01-16,38,10.03,Final
OTA2201,2026-01-16,39,4.09,Final
OTA2201,2026-01-16,40,4.17,Final
OTA2201,2026-01-16,41,5.09,Final
OTA2201,2026-01-16,42,2.36,Final
OTA2201,2026-01-16,43,5.22,Final
OTA2201,2026-01-16,44,2.52,Final
OTA2201,2026-01-16,45,1.89,Final
OTA2201,2026-01-16,46,0.36,Final
OTA2201,2026-01-16,47,0.78,Final
OTA2201,2026-01-16,48,0.02,Final
OTA2201,2026-01-15,1,0.31,Final
OTA2201,2026-01-15,2,5.59,Final
OTA2201,2026-01-15,3,0.35,Final
OTA2201,2026-01-15,4,0.02,Final
OTA2201,2026-01-15,5,0.02,Final
OTA2201,2026-01-15,6,0.02,Final
OTA2201,2026-01-15,7,0.02,Final
OTA2201,2026-01-15,8,0.03,Final
OTA2201,2026-01-15,9,0.02,Final
OTA2201,2026-01-15,10,1.11,Final
OTA2201,2026-01-15,11,4.25,Final
OTA2201,2026-01-15,12,12.86,Final
OTA2201,2026-01-15,13,4.55,Final
OTA2201,2026-01-15,14,4.43,Final
OTA2201,2026-01-15,15,4.96,Final
OTA2201,2026-01-15,16,5.07,Final
OTA2201,2026-01-15,17,1.66,Final
OTA2201,2026-01-15,18,1.69,Final
OTA2201,2026-01-15,19,22.67,Final
OTA2201,2026-01-15,20,14.99,Final
OTA2201,2026-01-15,21,14.88,Final
OTA2201,2026-01-15,22,9.86,Final
OTA2201,2026-01-15,23,12.15,Final
OTA2201,2026-01-15,24,8.15,Final
OTA2201,2026-01-15,25,22.07,Final
OTA2201,2026-01-15,26,18.79,Final
OTA2201,2026-01-15,27,23.92,Final
OTA2201,2026-01-15,28,14.83,Final
OTA2201,2026-01-15,29,12.89,Final
OTA2201,2026-01-15,30,10.1,Final
OTA2201,2026-01-15,31,19.59,Final
OTA2201,2026-01-15,32,40.26,Final
OTA2201,2026-01-15,33,26.24,Final
OTA2201,2026-01-15,34,35.32,Final
OTA2201,2026-01-15,35,3.18,Final
OTA2201,2026-01-15,36,3.61,Final
OTA2201,2026-01-15,37,1.61,Final
OTA2201,2026-01-15,38,1.22,Final
OTA2201,2026-01-15,39,0.08,Final
OTA2201,2026-01-15,40,0.03,Final
OTA2201,2026-01-15,41,0.24,Final
OTA2201,2026-01-15,42,0.08,Final
OTA2201,2026-01-15,43,2.07,Final
OTA2201,2026-01-15,44,0.11,Final
OTA2201,2026-01-15,45,1.98,Final
OTA2201,2026-01-15,46,6.87,Final
OTA2201,2026-01-15,47,6.83,Final
OTA2201,2026-01-15,48,1.29,Final
OTA2201,2026-01-14,1,0.94,Final
OTA2201,2026-01-14,2,0.02,Final
OTA2201,2026-01-14,3,0.01,Final
OTA2201,2026-01-14,4,0.01,Final
OTA2201,2026-01-14,5,0.01,Final
OTA2201,2026-01-14,6,0.01,Final
OTA2201,2026-01-14,7,0.01,Final
OTA2201,2026-01-14,8,0.01,Final
OTA2201,2026-01-14,9,0.01,Final
OTA2201,2026-01-14,10,0.01,Final
OTA2201,2026-01-14,11,0.4,Final
OTA2201,2026-01-14,12,1.7,Final
OTA2201,2026-01-14,13,2.04,Final
OTA2201,2026-01-14,14,1.06,Final
OTA2201,2026-01-14,15,39.48,Final
OTA2201,2026-01-14,16,42.07,Final
OTA2201,2026-01-14,17,142.86,Final
OTA2201,2026-01-14,18,182.17,Final
OTA2201,2026-01-14,19,185.62,Final
OTA2201,2026-01-14,20,68.78,Final
OTA2201,2026-01-14,21,53.25,Final
OTA2201,2026-01-14,22,28.35,Final
OTA2201,2026-01-14,23,42.54,Final
OTA2201,2026-01-14,24,57.75,Final
OTA2201,2026-01-14,25,35.23,Final
OTA2201,2026-01-14,26,49.49,Final
OTA2201,2026-01-14,27,56.36,Final
OTA2201,2026-01-14,28,54.54,Final
OTA2201,2026-01-14,29,142.6,Final
OTA2201,2026-01-14,30,183.03,Final
OTA2201,2026-01-14,31,184.17,Final
OTA2201,2026-01-14,32,183.58,Final
OTA2201,2026-01-14,33,55.8,Final
OTA2201,2026-01-14,34,43.36,Final
OTA2201,2026-01-14,35,10.66,Final
OTA2201,2026-01-14,36,20.64,Final
OTA2201,2026-01-14,37,7.61,Final
OTA2201,2026-01-14,38,9.58,Final
OTA2201,2026-01-14,39,8.38,Final
OTA2201,2026-01-14,40,4.53,Final
OTA2201,2026-01-14,41,4.57,Final
OTA2201,2026-01-14,42,22.24,Final
OTA2201,2026-01-14,43,7.31,Final
OTA2201,2026-01-14,44,4.27,Final
OTA2201,2026-01-14,45,1.42,Final
OTA2201,2026-01-14,46,0.04,Final
OTA2201,2026-01-14,47,0.03,Final
OTA2201,2026-01-14,48,1.71,Final
OTA2201,2026-01-13,1,12.36,Final
OTA2201,2026-01-13,2,5.53,Final
OTA2201,2026-01-13,3,5.11,Final
OTA2201,2026-01-13,4,2.27,Final
OTA2201,2026-01-13,5,2.35,Final
OTA2201,2026-01-13,6,0.96,Final
OTA2201,2026-01-13,7,0.03,Final
OTA2201,2026-01-13,8,0.02,Final
OTA2201,2026-01-13,9,0.25,Final
OTA2201,2026-01-13,10,1.67,Final
OTA2201,2026-01-13,11,7.97,Final
OTA2201,2026-01-13,12,7.15,Final
OTA2201,2026-01-13,13,2.88,Final
OTA2201,2026-01-13,14,21.76,Final
OTA2201,2026-01-13,15,19.52,Final
OTA2201,2026-01-13,16,52.25,Final
OTA2201,2026-01-13,17,30.87,Final
OTA2201,2026-01-13,18,22.35,Final
OTA2201,2026-01-13,19,36.63,Final
OTA2201,2026-01-13,20,18.85,Final
OTA2201,2026-01-13,21,18.98,Final
OTA2201,2026-01-13,22,7.97,Final
OTA2201,2026-01-13,23,3.8,Final
OTA2201,2026-01-13,24,4.04,Final
OTA2201,2026-01-13,25,9.12,Final
OTA2201,2026-01-13,26,25.12,Final
OTA2201,2026-01-13,27,18.31,Final
OTA2201,2026-01-13,28,4.39,Final
OTA2201,2026-01-13,29,0.86,Final
OTA2201,2026-01-13,30,1.72,Final
OTA2201,2026-01-13,31,2.47,Final
OTA2201,2026-01-13,32,22.89,Final
OTA2201,2026-01-13,33,24.99,Final
OTA2201,2026-01-13,34,14.75,Final
OTA2201,2026-01-13,35,33.26,Final
OTA2201,2026-01-13,36,44.68,Final
OTA2201,2026-01-13,37,52.7,Final
OTA2201,2026-01-13,38,46.01,Final
OTA2201,2026-01-13,39,18.74,Final
OTA2201,2026-01-13,40,3.32,Final
OTA2201,2026-01-13,41,10.28,Final
OTA2201,2026-01-13,42,2.43,Final
OTA2201,2026-01-13,43,10.42,Final
OTA2201,2026-01-13,44,2.84,Final
OTA2201,2026-01-13,45,1.17,Final
OTA2201,2026-01-13,46,0.38,Final
OTA2201,2026-01-13,47,0.03,Final
OTA2201,2026-01-13,48,0.23,Final
OTA2201,2026-01-12,1,0.01,Final
OTA2201,2026-01-12,2,0.01,Final
OTA2201,2026-01-12,3,0.01,Final
OTA2201,2026-01-12,4,0.01,Final
OTA2201,2026-01-12,5,0.01,Final
OTA2201,2026-01-12,6,0.01,Final
OTA2201,2026-01-12,7,0.01,Final
OTA2201,2026-01-12,8,0.01,Final
OTA2201,2026-01-12,9,0.01,Final
OTA2201,2026-01-12,10,0.01,Final
OTA2201,2026-01-12,11,0.02,Final
OTA2201,2026-01-12,12,0.02,Final
OTA2201,2026-01-12,13,0.87,Final
OTA2201,2026-01-12,14,1.93,Final
OTA2201,2026-01-12,15,3.84,Final
OTA2201,2026-01-12,16,3.39,Final
OTA2201,2026-01-12,17,15.0,Final
OTA2201,2026-01-12,18,2.88,Final
OTA2201,2026-01-12,19,5.93,Final
OTA2201,2026-01-12,20,0.8,Final
OTA2201,2026-01-12,21,2.08,Final
OTA2201,2026-01-12,22,6.38,Final
OTA2201,2026-01-12,23,3.86,Final
OTA2201,2026-01-12,24,2.18,Final
OTA2201,2026-01-12,25,10.68,Final
OTA2201,2026-01-12,26,19.04,Final
OTA2201,2026-01-12,27,14.31,Final
OTA2201,2026-01-12,28,19.84,Final
OTA2201,2026-01-12,29,16.37,Final
OTA2201,2026-01-12,30,18.06,Final
OTA2201,2026-01-12,31,21.77,Final
OTA2201,2026-01-12,32,47.85,Final
OTA2201,2026-01-12,33,51.79,Final
OTA2201,2026-01-12,34,55.97,Final
OTA2201,2026-01-12,35,49.39,Final
OTA2201,2026-01-12,36,30.8,Final
OTA2201,2026-01-12,37,21.53,Final
OTA2201,2026-01-12,38,19.82,Final
OTA2201,2026-01-12,39,15.28,Final
OTA2201,2026-01-12,40,18.93,Final
OTA2201,2026-01-12,41,5.3,Final
OTA2201,2026-01-12,42,20.37,Final
OTA2201,2026-01-12,43,91.19,Final
OTA2201,2026-01-12,44,29.2,Final
OTA2201,2026-01-12,45,3.22,Final
OTA2201,2026-01-12,46,8.81,Final
OTA2201,2026-01-12,47,2.88,Final
OTA2201,2026-01-12,48,8.99,Final
OTA2201,2026-01-11,1,0.01,Final
OTA2201,2026-01-11,2,0.01,Final
OTA2201,2026-01-11,3,0.01,Final
OTA2201,2026-01-11,4,0.01,Final
OTA2201,2026-01-11,5,0.01,Final
OTA2201,2026-01-11,6,0.01,Final
OTA2201,2026-01-11,7,0.01,Final
OTA2201,2026-01-11,8,0.01,Final
OTA2201,2026-01-11,9,0.01,Final
OTA2201,2026-01-11,10,0.01,Final
OTA2201,2026-01-11,11,0.01,Final
OTA2201,2026-01-11,12,0.01,Final
OTA2201,2026-01-11,13,0.01,Final
OTA2201,2026-01-11,14,0.01,Final
OTA2201,2026-01-11,15,0.01,Final
OTA2201,2026-01-11,16,0.02,Final
OTA2201,2026-01-11,17,0.01,Final
OTA2201,2026-01-11,18,0.03,Final
OTA2201,2026-01-11,19,2.23,Final
OTA2201,2026-01-11,20,0.75,Final
OTA2201,2026-01-11,21,0.99,Final
OTA2201,2026-01-11,22,0.03,Final
OTA2201,2026-01-11,23,0.44,Final
OTA2201,2026-01-11,24,1.02,Final
OTA2201,2026-01-11,25,2.08,Final
OTA2201,2026-01-11,26,2.04,Final
OTA2201,2026-01-11,27,1.14,Final
OTA2201,2026-01-11,28,1.95,Final
OTA2201,2026-01-11,29,2.33,Final
OTA2201,2026-01-11,30,2.34,Final
OTA2201,2026-01-11,31,4.84,Final
OTA2201,2026-01-11,32,2.26,Final
OTA2201,2026-01-11,33,2.18,Final
OTA2201,2026-01-11,34,2.32,Final
OTA2201,2026-01-11,35,4.5,Final
OTA2201,2026-01-11,36,10.16,Final
OTA2201,2026-01-11,37,4.34,Final
OTA2201,2026-01-11,38,9.25,Final
OTA2201,2026-01-11,39,4.46,Final
OTA2201,2026-01-11,40,5.81,Final
OTA2201,2026-01-11,41,2.34,Final
OTA2201,2026-01-11,42,2.31,Final
OTA2201,2026-01-11,43,2.36,Final
OTA2201,2026-01-11,44,2.22,Final
OTA2201,2026-01-11,45,1.31,Final
OTA2201,2026-01-11,46,0.09,Final
OTA2201,2026-01-11,47,0.02,Final
OTA2201,2026-01-11,48,0.01,Final
OTA2201,2026-01-10,1,0.03,Final
OTA2201,2026-01-10,2,0.02,Final
OTA2201,2026-01-10,3,0.02,Final
OTA2201,2026-01-10,4,0.01,Final
OTA2201,2026-01-10,5,0.01,Final
OTA2201,2026-01-10,6,0.01,Final
OTA2201,2026-01-10,7,0.01,Final
OTA2201,2026-01-10,8,0.01,Final
OTA2201,2026-01-10,9,0.01,Final
OTA2201,2026-01-10,10,0.01,Final
OTA2201,2026-01-10,11,0.01,Final
OTA2201,2026-01-10,12,0.01,Final
OTA2201,2026-01-10,13,0.01,Final
OTA2201,2026-01-10,14,0.01,Final
OTA2201,2026-01-10,15,0.01,Final
OTA2201,2026-01-10,16,0.02,Final
OTA2201,2026-01-10,17,0.02,Final
OTA2201,2026-01-10,18,0.03,Final
OTA2201,2026-01-10,19,1.83,Final
OTA2201,2026-01-10,20,2.16,Final
OTA2201,2026-01-10,21,2.12,Final
OTA2201,2026-01-10,22,1.98,Final
OTA2201,2026-01-10,23,1.09,Final
OTA2201,2026-01-10,24,2.03,Final
OTA2201,2026-01-10,25,1.92,Final
OTA2201,2026-01-10,26,2.2,Final
OTA2201,2026-01-10,27,2.22,Final
OTA2201,2026-01-10,28,2.3,Final
OTA2201,2026-01-10,29,2.31,Final
OTA2201,2026-01-10,30,2.32,Final
OTA2201,2026-01-10,31,2.31,Final
OTA2201,2026-01-10,32,2.31,Final
OTA2201,2026-01-10,33,2.43,Final
OTA2201,2026-01-10,34,3.8,Final
OTA2201,2026-01-10,35,9.76,Final
OTA2201,2026-01-10,36,14.8,Final
OTA2201,2026-01-10,37,10.59,Final
OTA2201,2026-01-10,38,10.45,Final
OTA2201,2026-01-10,39,7.73,Final
OTA2201,2026-01-10,40,3.4,Final
OTA2201,2026-01-10,41,2.26,Final
OTA2201,2026-01-10,42,2.28,Final
OTA2201,2026-01-10,43,1.98,Final
OTA2201,2026-01-10,44,1.64,Final
OTA2201,2026-01-10,45,1.24,Final
OTA2201,2026-01-10,46,0.85,Final
OTA2201,2026-01-10,47,0.03,Final
OTA2201,2026-01-10,48,0.02,Final
OTA2201,2026-01-09,1,0.35,Final
OTA2201,2026-01-09,2,0.01,Final
OTA2201,2026-01-09,3,0.01,Final
OTA2201,2026-01-09,4,0.01,Final
OTA2201,2026-01-09,5,0.01,Final
OTA2201,2026-01-09,6,0.01,Final
OTA2201,2026-01-09,7,0.01,Final
OTA2201,2026-01-09,8,0.01,Final
OTA2201,2026-01-09,9,0.01,Final
OTA2201,2026-01-09,10,0.01,Final
OTA2201,2026-01-09,11,0.01,Final
OTA2201,2026-01-09,12,1.54,Final
OTA2201,2026-01-09,13,1.61,Final
OTA2201,2026-01-09,14,1.8,Final
OTA2201,2026-01-09,15,1.98,Final
OTA2201,2026-01-09,16,2.26,Final
OTA2201,2026-01-09,17,1.85,Final
OTA2201,2026-01-09,18,2.06,Final
OTA2201,2026-01-09,19,7.03,Final
OTA2201,2026-01-09,20,2.42,Final
OTA2201,2026-01-09,21,1.89,Final
OTA2201,2026-01-09,22,2.29,Final
OTA2201,2026-01-09,23,1.17,Final
OTA2201,2026-01-09,24,1.35,Final
OTA2201,2026-01-09,25,2.32,Final
OTA2201,2026-01-09,26,2.35,Final
OTA2201,2026-01-09,27,1.67,Final
OTA2201,2026-01-09,28,0.86,Final
OTA2201,2026-01-09,29,1.34,Final
OTA2201,2026-01-09,30,2.08,Final
OTA2201,2026-01-09,31,2.3,Final
OTA2201,2026-01-09,32,4.52,Final
OTA2201,2026-01-09,33,2.8,Final
OTA2201,2026-01-09,34,5.61,Final
OTA2201,2026-01-09,35,11.97,Final
OTA2201,2026-01-09,36,19.64,Final
OTA2201,2026-01-09,37,14.5,Final
OTA2201,2026-01-09,38,8.55,Final
OTA2201,2026-01-09,39,9.28,Final
OTA2201,2026-01-09,40,5.6,Final
OTA2201,2026-01-09,41,2.35,Final
OTA2201,2026-01-09,42,2.35,Final
OTA2201,2026-01-09,43,2.37,Final
OTA2201,2026-01-09,44,2.37,Final
OTA2201,2026-01-09,45,1.55,Final
OTA2201,2026-01-09,46,0.09,Final
OTA2201,2026-01-09,47,0.74,Final
OTA2201,2026-01-09,48,0.73,Final
OTA2201,2026-01-08,1,4.82,Final
OTA2201,2026-01-08,2,1.13,Final
OTA2201,2026-01-08,3,0.01,Final
OTA2201,2026-01-08,4,0.01,Final
OTA2201,2026-01-08,5,0.02,Final
OTA2201,2026-01-08,6,0.02,Final
OTA2201,2026-01-08,7,0.01,Final
OTA2201,2026-01-08,8,0.02,Final
OTA2201,2026-01-08,9,0.02,Final
OTA2201,2026-01-08,10,0.01,Final
OTA2201,2026-01-08,11,2.58,Final
OTA2201,2026-01-08,12,7.23,Final
OTA2201,2026-01-08,13,2.3,Final
OTA2201,2026-01-08,14,4.25,Final
OTA2201,2026-01-08,15,7.03,Final
OTA2201,2026-01-08,16,9.19,Final
OTA2201,2026-01-08,17,10.61,Final
OTA2201,2026-01-08,18,5.43,Final
OTA2201,2026-01-08,19,1.15,Final
OTA2201,2026-01-08,20,1.03,Final
OTA2201,2026-01-08,21,1.17,Final
OTA2201,2026-01-08,22,1.17,Final
OTA2201,2026-01-08,23,1.19,Final
OTA2201,2026-01-08,24,1.2,Final
OTA2201,2026-01-08,25,8.7,Final
OTA2201,2026-01-08,26,8.39,Final
OTA2201,2026-01-08,27,7.97,Final
OTA2201,2026-01-08,28,1.54,Final
OTA2201,2026-01-08,29,8.87,Final
OTA2201,2026-01-08,30,11.72,Final
OTA2201,2026-01-08,31,10.84,Final
OTA2201,2026-01-08,32,12.14,Final
OTA2201,2026-01-08,33,14.54,Final
OTA2201,2026-01-08,34,18.61,Final
OTA2201,2026-01-08,35,15.21,Final
OTA2201,2026-01-08,36,20.44,Final
OTA2201,2026-01-08,37,5.98,Final
OTA2201,2026-01-08,38,2.54,Final
OTA2201,2026-01-08,39,2.52,Final
OTA2201,2026-01-08,40,2.52,Final
OTA2201,2026-01-08,41,2.51,Final
OTA2201,2026-01-08,42,2.48,Final
OTA2201,2026-01-08,43,2.49,Final
OTA2201,2026-01-08,44,2.51,Final
OTA2201,2026-01-08,45,0.7,Final
OTA2201,2026-01-08,46,0.47,Final
OTA2201,2026-01-08,47,0.05,Final
OTA2201,2026-01-08,48,1.01,Final
OTA2201,2026-01-07,1,4.79,Final
OTA2201,2026-01-07,2,0.01,Final
OTA2201,2026-01-07,3,0.01,Final
OTA2201,2026-01-07,4,0.01,Final
OTA2201,2026-01-07,5,0.02,Final
OTA2201,2026-01-07,6,0.02,Final
OTA2201,2026-01-07,7,0.02,Final
OTA2201,2026-01-07,8,0.02,Final
OTA2201,2026-01-07,9,0.02,Final
OTA2201,2026-01-07,10,0.02,Final
OTA2201,2026-01-07,11,0.01,Final
OTA2201,2026-01-07,12,0.01,Final
OTA2201,2026-01-07,13,1.55,Final
OTA2201,2026-01-07,14,1.65,Final
OTA2201,2026-01-07,15,2.0,Final
OTA2201,2026-01-07,16,2.39,Final
OTA2201,2026-01-07,17,6.35,Final
OTA2201,2026-01-07,18,0.29,Final
OTA2201,2026-01-07,19,1.24,Final
OTA2201,2026-01-07,20,0.45,Final
OTA2201,2026-01-07,21,0.74,Final
OTA2201,2026-01-07,22,1.22,Final
OTA2201,2026-01-07,23,1.22,Final
OTA2201,2026-01-07,24,0.89,Final
OTA2201,2026-01-07,25,0.93,Final
OTA2201,2026-01-07,26,0.4,Final
OTA2201,2026-01-07,27,0.57,Final
OTA2201,2026-01-07,28,0.78,Final
OTA2201,2026-01-07,29,0.2,Final
OTA2201,2026-01-07,30,0.99,Final
OTA2201,2026-01-07,31,0.9,Final
OTA2201,2026-01-07,32,2.48,Final
OTA2201,2026-01-07,33,4.83,Final
OTA2201,2026-01-07,34,3.88,Final
OTA2201,2026-01-07,35,5.09,Final
OTA2201,2026-01-07,36,3.93,Final
OTA2201,2026-01-07,37,1.96,Final
OTA2201,2026-01-07,38,3.71,Final
OTA2201,2026-01-07,39,2.47,Final
OTA2201,2026-01-07,40,2.4,Final
OTA2201,2026-01-07,41,2.46,Final
OTA2201,2026-01-07,42,2.47,Final
OTA2201,2026-01-07,43,12.83,Final
OTA2201,2026-01-07,44,13.95,Final
OTA2201,2026-01-07,45,8.83,Final
OTA2201,2026-01-07,46,11.52,Final
OTA2201,2026-01-07,47,7.17,Final
OTA2201,2026-01-07,48,2.38,Final
OTA2201,2026-01-06,1,0.43,Final
OTA2201,2026-01-06,2,0.01,Final
OTA2201,2026-01-06,3,0.01,Final
OTA2201,2026-01-06,4,0.01,Final
OTA2201,2026-01-06,5,0.01,Final
OTA2201,2026-01-06,6,0.01,Final
OTA2201,2026-01-06,7,0.01,Final
OTA2201,2026-01-06,8,0.01,Final
OTA2201,2026-01-06,9,0.01,Final
OTA2201,2026-01-06,10,0.01,Final
OTA2201,2026-01-06,11,0.01,Final
OTA2201,2026-01-06,12,0.01,Final
OTA2201,2026-01-06,13,0.02,Final
OTA2201,2026-01-06,14,0.44,Final
OTA2201,2026-01-06,15,2.01,Final
OTA2201,2026-01-06,16,1.24,Final
OTA2201,2026-01-06,17,2.22,Final
OTA2201,2026-01-06,18,0.23,Final
OTA2201,2026-01-06,19,0.03,Final
OTA2201,2026-01-06,20,0.04,Final
OTA2201,2026-01-06,21,0.03,Final
OTA2201,2026-01-06,22,0.03,Final
OTA2201,2026-01-06,23,0.03,Final
OTA2201,2026-01-06,24,0.03,Final
OTA2201,2026-01-06,25,0.49,Final
OTA2201,2026-01-06,26,0.24,Final
OTA2201,2026-01-06,27,0.03,Final
OTA2201,2026-01-06,28,0.03,Final
OTA2201,2026-01-06,29,0.33,Final
OTA2201,2026-01-06,30,1.89,Final
OTA2201,2026-01-06,31,3.08,Final
OTA2201,2026-01-06,32,6.47,Final
OTA2201,2026-01-06,33,9.84,Final
OTA2201,2026-01-06,34,10.27,Final
OTA2201,2026-01-06,35,7.08,Final
OTA2201,2026-01-06,36,3.25,Final
OTA2201,2026-01-06,37,3.25,Final
OTA2201,2026-01-06,38,2.67,Final
OTA2201,2026-01-06,39,2.57,Final
OTA2201,2026-01-06,40,2.54,Final
OTA2201,2026-01-06,41,2.53,Final
OTA2201,2026-01-06,42,3.56,Final
OTA2201,2026-01-06,43,8.93,Final
OTA2201,2026-01-06,44,5.68,Final
OTA2201,2026-01-06,45,3.49,Final
OTA2201,2026-01-06,46,7.86,Final
OTA2201,2026-01-06,47,9.82,Final
OTA2201,2026-01-06,48,11.78,Final
OTA2201,2026-01-05,1,0.01,Final
OTA2201,2026-01-05,2,0.01,Final
OTA2201,2026-01-05,3,0.02,Final
OTA2201,2026-01-05,4,0.01,Final
OTA2201,2026-01-05,5,0.01,Final
OTA2201,2026-01-05,6,0.01,Final
OTA2201,2026-01-05,7,0.01,Final
OTA2201,2026-01-05,8,0.01,Final
OTA2201,2026-01-05,9,0.01,Final
OTA2201,2026-01-05,10,0.01,Final
OTA2201,2026-01-05,11,0.02,Final
OTA2201,2026-01-05,12,0.02,Final
OTA2201,2026-01-05,13,0.02,Final
OTA2201,2026-01-05,14,1.61,Final
OTA2201,2026-01-05,15,2.4,Final
OTA2201,2026-01-05,16,2.43,Final
OTA2201,2026-01-05,17,2.42,Final
OTA2201,2026-01-05,18,0.42,Final
OTA2201,2026-01-05,19,2.06,Final
OTA2201,2026-01-05,20,1.16,Final
OTA2201,2026-01-05,21,2.22,Final
OTA2201,2026-01-05,22,0.03,Final
OTA2201,2026-01-05,23,1.66,Final
OTA2201,2026-01-05,24,2.07,Final
OTA2201,2026-01-05,25,2.47,Final
OTA2201,2026-01-05,26,1.23,Final
OTA2201,2026-01-05,27,0.47,Final
OTA2201,2026-01-05,28,0.02,Final
OTA2201,2026-01-05,29,1.03,Final
OTA2201,2026-01-05,30,1.21,Final
OTA2201,2026-01-05,31,1.21,Final
OTA2201,2026-01-05,32,1.21,Final
OTA2201,2026-01-05,33,1.85,Final
OTA2201,2026-01-05,34,2.29,Final
OTA2201,2026-01-05,35,2.47,Final
OTA2201,2026-01-05,36,2.19,Final
OTA2201,2026-01-05,37,2.95,Final
OTA2201,2026-01-05,38,2.48,Final
OTA2201,2026-01-05,39,2.47,Final
OTA2201,2026-01-05,40,2.47,Final
OTA2201,2026-01-05,41,2.49,Final
OTA2201,2026-01-05,42,2.57,Final
OTA2201,2026-01-05,43,3.19,Final
OTA2201,2026-01-05,44,2.53,Final
OTA2201,2026-01-05,45,2.89,Final
OTA2201,2026-01-05,46,2.94,Final
OTA2201,2026-01-05,47,5.71,Final
OTA2201,2026-01-05,48,1.71,Final
OTA2201,2026-01-04,1,0.01,Final
OTA2201,2026-01-04,2,0.01,Final
OTA2201,2026-01-04,3,0.01,Final
OTA2201,2026-01-04,4,0.01,Final
OTA2201,2026-01-04,5,0.01,Final
OTA2201,2026-01-04,6,0.01,Final
OTA2201,2026-01-04,7,0.01,Final
OTA2201,2026-01-04,8,0.01,Final
OTA2201,2026-01-04,9,0.01,Final
OTA2201,2026-01-04,10,0.01,Final
OTA2201,2026-01-04,11,0.01,Final
OTA2201,2026-01-04,12,0.01,Final
OTA2201,2026-01-04,13,0.01,Final
OTA2201,2026-01-04,14,0.01,Final
